#name	ftp_path	biosample	species	assembly_level
Aco_calamus_Fujian_GCA_030737845_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/737/845/GCA_030737845.1_ASM3073784v1	SAMN34373974	Acorus calamus	Chromosome
Aco_gram_Fujian_GCA_030737835_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/737/835/GCA_030737835.1_ASM3073783v1	SAMN34373975	Acorus gramineus	Chromosome
Act_arguta_GCA_030159115_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/159/115/GCA_030159115.1_AAR_r2.2	SAMD00513216	Actinidia arguta	Scaffold
Act_chinensis_Hongyang_GCA_000467755_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/467/755/GCA_000467755.1_Kiwifruit_v1	SAMN02981505	Actinidia chinensis	Contig
Act_chinensis_Hongyang_GCA_009663005_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/663/005/GCA_009663005.1_ASM966300v1	SAMN12097858	Actinidia chinensis	Chromosome
Act_chinensis_Red5_GCA_003024255_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/024/255/GCA_003024255.1_Red5_PS1_1.69.0	SAMN07269859	Actinidia chinensis	Chromosome
Act_deli_GCA_024454175_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/454/175/GCA_024454175.1_ASM2445417v1	SAMN29182974	Actinidia deliciosa	Chromosome
Act_eria_GCF_019202715_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/202/715/GCF_019202715.1_MaoHua_MHT	SAMN18715780	Actinidia eriantha	Chromosome
Act_eria_White_GCA_004150315_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/150/315/GCA_004150315.1_ASM415031v1	SAMN09643536	Actinidia eriantha	Chromosome
Act_melana_GCA_042477565_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/477/565/GCA_042477565.1_ME02_01.v2.1	SAMN40098419	Actinidia melanandra	Chromosome
Act_polyg_GCA_030159135_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/159/135/GCA_030159135.1_APO_r1.1	SAMD00513217	Actinidia polygama	Scaffold
Act_rufa_Fuchu_GCA_014362265_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/362/265/GCA_014362265.1_A.rufaFuchu_1.0	SAMD00177084	Actinidia rufa	Scaffold
Act_rufa_GCA_030159155_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/159/155/GCA_030159155.1_ARU_r1.0	SAMD00513218	Actinidia rufa	Scaffold
Ada_digi_GCA_029448705_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/448/705/GCA_029448705.1_ASM2944870v1	SAMN33062256	Adansonia digitata	Scaffold
Ada_grandid_GCA_038382065_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/382/065/GCA_038382065.1_ASM3838206v1	SAMN40316093	Adansonia grandidieri	Scaffold
Ada_grego_GCA_038382025_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/382/025/GCA_038382025.1_ASM3838202v1	SAMN40316095	Adansonia gregorii	Scaffold
Ada_mada_GCA_038381835_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/381/835/GCA_038381835.1_ASM3838183v1	SAMN40316096	Adansonia madagascariensis	Scaffold
Ada_rubro_GCA_038381775_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/381/775/GCA_038381775.1_ASM3838177v1	SAMN40316094	Adansonia rubrostipa	Scaffold
Adena_pav_chiltern_seeds_GCA_026686845_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/686/845/GCA_026686845.1_LRSV_Adepav_v1	SAMN21552878	Adenanthera pavonina	Scaffold
Adeno_triphylla_GCA_022495995_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/495/995/GCA_022495995.1_ASM2249599v1	SAMN17377662	Adenophora triphylla	Contig
Adi_capillu_GCA_014529385_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/529/385/GCA_014529385.2_ASM1452938v2	SAMN13476257	Adiantum capillus-veneris	Chromosome
Adi_nel_GCA_022343405_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/343/405/GCA_022343405.2_ASM2234340v2	SAMN25538072	Adiantum nelumboides	Contig
Ado_annua_GCA_964200825_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/200/825/GCA_964200825.1_dmAdoAnnu1.hap1.1	SAMEA14449830	Adonis annua	Chromosome
Ado_annua_GCA_964214385_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/214/385/GCA_964214385.1_dmAdoAnnu1.hap2.1	SAMEA14449830	Adonis annua	Scaffold
Aec_fascia_GCA_025177825_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/177/825/GCA_025177825.1_AF01	SAMN20337551	Aechmea fasciata	Chromosome
Aegi_bicor_GCA_021605145_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/605/145/GCA_021605145.1_ASM2160514v1	SAMN17832322	Aegilops bicornis	Chromosome
Aegi_longiss_GCA_021605205_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/605/205/GCA_021605205.1_ASM2160520v1	SAMN17832323	Aegilops longissima	Chromosome
Aegi_longiss_GCA_904067125_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/067/125/GCA_904067125.1_aegilops_longissima_6782_assembly	SAMEA7232842	Aegilops longissima	Chromosome
Aegi_longiss_GCA_964264335_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/264/335/GCA_964264335.1_aegilops_longissima_AEG-6782-2_v2	SAMEA112191160	Aegilops longissima	Chromosome
Aegi_sea_GCA_021605185_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/605/185/GCA_021605185.1_ASM2160518v1	SAMN17832324	Aegilops searsii	Chromosome
Aegi_shar_GCA_021641835_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/641/835/GCA_021641835.1_ASM2164183v1	SAMN17832325	Aegilops sharonensis	Chromosome
Aegi_shar_GCA_904067115_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/067/115/GCA_904067115.1_aegilops_sharonensis_1644_assembly	SAMEA7232841	Aegilops sharonensis	Chromosome
Aegi_spel_GCA_021437245_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/437/245/GCA_021437245.1_ASM2143724v1	SAMN17832326	Aegilops speltoides	Chromosome
Aegi_spel_GCA_944222845_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/944/222/845/GCA_944222845.1_aegilops_speltoides_cv_tivon	SAMEA7232843	Aegilops speltoides	Chromosome
Aegi_taus_AL8_78_GCA_000347335_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/347/335/GCA_000347335.2_ASM34733v2	SAMN03004387	Aegilops tauschii	Chromosome
Aegi_taus_AL8_78_GCA_001957025_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/957/025/GCA_001957025.1_Aet_MR_1.0	SAMN05426520	Aegilops tauschii	Contig
Aegi_taus_AL8_78_GCA_002575655_3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/575/655/GCA_002575655.3_Aet_v6.0	SAMN05426520	Aegilops tauschii	Chromosome
Aegi_taus_AL8_78_GCF_002575655_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/575/655/GCF_002575655.2_Aet_v5.0	SAMN05426520	Aegilops tauschii	Chromosome
Aegi_umbellu_TA1851_GCA_032464435_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/464/435/GCA_032464435.1_ASM3246443v1	SAMN37527811	Aegilops umbellulata	Chromosome
Aegle_marm_Aeg_GCA_030449875_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/449/875/GCA_030449875.1_ASM3044987v1	SAMN23379527	Aegle marmelos	Contig
Aegle_marm_GCA_040967395_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/967/395/GCA_040967395.1_ASM4096739v1	SAMN41115914	Aegle marmelos	Scaffold
Aes_eve_GCA_013621005_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/621/005/GCA_013621005.1_IRD_Aeve_1.1	SAMN08866577	Aeschynomene evenia	Chromosome
Aet_arabicum_GCA_000411095_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/411/095/GCA_000411095.1_VEGI_AA_v_1.0	SAMN02169162	Aethionema arabicum	Scaffold
Agap_africanus_GCA_030015575_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/015/575/GCA_030015575.1_ASM3001557v1	SAMN33919367	Agapanthus africanus	Chromosome
Agar_chilense_NLEC103_M9_GCA_030374765_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/374/765/GCA_030374765.1_ASM3037476v1	SAMN33052269	Agarophyton chilense	Contig
Agas_rugo_GCA_031470985_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/470/985/GCA_031470985.1_ASM3147098v1	SAMN34336724	Agastache rugosa	Chromosome
Agave_americana_GCA_032274545_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/274/545/GCA_032274545.1_ASM3227454v1	SAMN36702119	Agave americana	Scaffold
Agave_angustifolia_GCA_035584285_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/584/285/GCA_035584285.1_ASM3558428v1	SAMN34270146	Agave angustifolia	Scaffold
Agave_fou_GCA_032274185_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/274/185/GCA_032274185.1_ASM3227418v1	SAMN34270153	Agave fourcroydes	Scaffold
Agave_kar_GCA_035584695_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/584/695/GCA_035584695.1_ASM3558469v1	SAMN34270147	Agave karwinskii	Scaffold
Agave_pot_GCA_034783775_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/783/775/GCA_034783775.1_ASM3478377v1	SAMN34270148	Agave potatorum	Scaffold
Agave_teq_GCA_038442645_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/442/645/GCA_038442645.1_ASM3844264v1	SAMN37178331	Agave tequilana	Contig
Age_ade_GCA_042767725_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/042/767/725/GCA_042767725.1_ASM4276772v1	SAMN40763730	Ageratina adenophora	Chromosome
Agr_git_GCA_958450325_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/958/450/325/GCA_958450325.1_dcAgrGith1.1	SAMEA9335250	Agrostemma githago	Chromosome
Agr_git_GCA_958450355_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/958/450/355/GCA_958450355.1_dcAgrGith1.1_alternate_haplotype	SAMEA9335250	Agrostemma githago	Contig
Ai_altissimus_GCA_946807835_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/807/835/GCA_946807835.1_drAilAlti1.1	SAMEA7522284	Ailanthus altissimus	Chromosome
Ai_altissimus_GCA_946808065_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/946/808/065/GCA_946808065.1_drAilAlti1.1_alternate_haplotype	SAMEA7522284	Ailanthus altissimus	Contig
Aj_chamaep_GCA_958295605_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/958/295/605/GCA_958295605.1_daAjuCham1.1	SAMEA112287490	Ajuga chamaepitys	Chromosome
Aj_chamaep_GCA_958295615_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/958/295/615/GCA_958295615.1_daAjuCham1.1_alternate_haplotype	SAMEA112287490	Ajuga chamaepitys	Contig
Aj_rept_GCA_032274785_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/274/785/GCA_032274785.1_ASM3227478v1	SAMN35014417	Ajuga reptans	Scaffold
Ak_trifolia_GCA_017979445_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/979/445/GCA_017979445.1_ASM1797944v1	SAMN16551930	Akebia trifoliata	Chromosome
Alb_jul_GCA_037074505_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/074/505/GCA_037074505.1_ASM3707450v1	SAMN37475331	Albizia julibrissin	Chromosome
Ale_molu_PI_159043_GCA_948193065_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/948/193/065/GCA_948193065.1_Am-PI159043-DRAFT-NextGenCassava-1.0	SAMN32171734	Aleurites moluccanus	Contig
Ali_plantago_GCA_963682035_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/682/035/GCA_963682035.1_laAliPlan1.1_alternate_haplotype	SAMEA9335272	Alisma plantago-aquatica	Contig
Ali_plantago_GCA_963693085_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/693/085/GCA_963693085.1_laAliPlan1.1	SAMEA9335272	Alisma plantago-aquatica	Chromosome
Allia_peti_GCA_020283515_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/283/515/GCA_020283515.1_Apet_EFCC3-3-20v4	SAMN17958863	Alliaria petiolata	Scaffold
Allium_cepa_Chiang_Mai_GCA_024346515_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/346/515/GCA_024346515.1_shallot_DHA_v1	SAMD00071601	Allium cepa	Scaffold
Allium_cepa_GCA_038502295_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/038/502/295/GCA_038502295.1_RDA_Ac_1.0	SAMN32236259	Allium cepa	Chromosome
Allium_cepa_GCA_905187595_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/905/187/595/GCA_905187595.1_allium_cepa_DHCU066619_genome_sequence	SAMEA7849169	Allium cepa	Chromosome
Allium_cepa_no_GCA_030765085_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/765/085/GCA_030765085.1_ASM3076508v1	SAMN33919368	Allium cepa	Chromosome
Allium_fis_no_GCA_030737815_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/737/815/GCA_030737815.1_ASM3073781v1	SAMN33919369	Allium fistulosum	Chromosome
Allium_sativum_GCA_014155895_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/155/895/GCA_014155895.2_Garlic.V2.fa	SAMN14118376	Allium sativum	Chromosome
Allium_sativum_no_GCA_030737875_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/737/875/GCA_030737875.1_ASM3073787v1	SAMN33919370	Allium sativum	Chromosome
Allo_angusta_GCA_037127165_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/127/165/GCA_037127165.1_AANG_UGA4	SAMN09667864	Alloteropsis angusta	Scaffold
Allo_semia_AUS1_1_GCA_004135705_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/135/705/GCA_004135705.1_ASEM_AUS1_V1.0	SAMN09668083	Alloteropsis semialata	Chromosome
Allo_semia_GCA_036785565_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/785/565/GCA_036785565.1_ZAM1505-10	SAMN37229979	Alloteropsis semialata	Scaffold
Allo_semia_GCA_036785585_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/785/585/GCA_036785585.1_TAN1-04B	SAMN09667879	Alloteropsis semialata	Scaffold
Allo_semia_GCA_036972165_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/972/165/GCA_036972165.1_RSA5-3	SAMN09667884	Alloteropsis semialata	Scaffold
Aln_glut_GCA_003254965_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/254/965/GCA_003254965.1_ASM325496v1	SAMN08442478	Alnus glutinosa	Scaffold
Aln_glut_GCA_958979045_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/958/979/045/GCA_958979045.1_dhAlnGlut1.1_alternate_haplotype	SAMEA7522050	Alnus glutinosa	Scaffold
Aln_glut_GCF_958979055_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/958/979/055/GCF_958979055.1_dhAlnGlut1.1	SAMEA7522050	Alnus glutinosa	Chromosome
Aln_rubra_GCA_028654335_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/654/335/GCA_028654335.1_ASM2865433v1	SAMN17220880	Alnus rubra	Contig
Alo_myo_GCA_949204735_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/204/735/GCA_949204735.1_DE01087.PacbioCLRassembly	SAMEA11497112	Alopecurus myosuroides	Scaffold
Alo_myo_Rothamsted_GCA_028641055_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/641/055/GCA_028641055.1_Alomy_genome_v1	SAMN31247821	Alopecurus myosuroides	Chromosome
Alp_galan_GCA_037177395_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/177/395/GCA_037177395.1_ASM3717739v1	SAMN39656812	Alpinia galanga	Scaffold
Ama_crue_Arusha_GCA_019425755_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/425/755/GCA_019425755.1_ASM1942575v1	SAMN18275832	Amaranthus cruentus	Chromosome
Ama_hypoc_GCA_000753965_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/753/965/GCA_000753965.2_IBAB_Ahyp_2.0	SAMN02315103	Amaranthus hypochondriacus	Chromosome
Ama_palm_GCA_019776015_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/776/015/GCA_019776015.1_ASM1977601v1	SAMN14120689	Amaranthus palmeri	Contig
Ama_palm_GCA_025765695_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/765/695/GCA_025765695.1_ASM2576569v1	SAMN06642541	Amaranthus palmeri	Scaffold
Ama_palm_PI632235_GCA_019776075_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/776/075/GCA_019776075.1_ASM1977607v1	SAMN14089266	Amaranthus palmeri	Contig
Ama_trico_Green_GCA_026216705_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/216/705/GCA_026216705.1_ASM2621670v1	SAMN31325362	Amaranthus tricolor	Contig
Ama_trico_Red_GCF_026212465_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/212/465/GCF_026212465.1_ASM2621246v1	SAMN31325361	Amaranthus tricolor	Chromosome
Ama_tuberc_GCA_000180655_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/180/655/GCA_000180655.1_ASM18065v1	SAMN00008865	Amaranthus tuberculatus	Contig
Ambo_trichop_GCF_000471905_2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/471/905/GCF_000471905.2_AMTR1.0	SAMN02313977	Amborella trichopoda	Scaffold
Ambr_arte_GCA_024762085_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/762/085/GCA_024762085.1_ASM2476208v1	SAMN28462513	Ambrosia artemisiifolia	Scaffold
Ambr_arte_GCA_032199705_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/199/705/GCA_032199705.1_A.artemisiifolia_dipasm_2023_h2_a	SAMN26900417	Ambrosia artemisiifolia	Chromosome
Ambr_arte_GCA_032199755_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/199/755/GCA_032199755.1_A.artemisiifolia_dipasm_2023_h1_p	SAMN26900417	Ambrosia artemisiifolia	Chromosome
Ambr_trifi_GCA_028751855_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/751/855/GCA_028751855.1_ASM2875185v1	SAMN31720749	Ambrosia trifida	Chromosome
Amm_mongolicus_GCA_037576485_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/576/485/GCA_037576485.1_ASM3757648v1	SAMN39554486	Ammopiptanthus mongolicus	Chromosome
Amm_mongolicus_GCA_039655645_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/039/655/645/GCA_039655645.1_Am_WGS_v1.0	SAMN40296049	Ammopiptanthus mongolicus	Chromosome
Amo_kon_Fuyuan_GCA_022559845_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/559/845/GCA_022559845.1_ASM2255984v1	SAMN19687746	Amorphophallus konjac	Chromosome
Amo_tit_GCA_024336825_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/336/825/GCA_024336825.1_ASM2433682v1	SAMN14614891	Amorphophallus titanum	Scaffold
Ampe_luo_GCA_036346255_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/346/255/GCA_036346255.1_KIB_Aluo_1	SAMN36410978	Ampelocalamus luodianensis	Chromosome
Amphib_ant_Western_Australia_GCA_024699675_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/699/675/GCA_024699675.1_UWA_Aant_1.0	SAMN28104064	Amphibolis antarctica	Contig
Amphic_edg_Qianfo_Mountain_GCA_014843725_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/843/725/GCA_014843725.1_ASM1484372v1	SAMN15470660	Amphicarpaea edgeworthii	Chromosome
Amphir_fragil_GCA_040437705_1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/040/437/705/GCA_040437705.1_ASM4043770v1	SAMN26329420	Amphiroa fragilissima	Contig
